,id,title,uri,tempo,time_sig,key_of,open_key,danceability,acousticness,artist.id,artist.name,artist.uri,artist.genres,artist.from,artist.mbid,album.title,album.uri,album.year,Nartist,Ntitle
1371,313x3R,Anna Molly,https://getsongbpm.com/song/anna-molly/313x3R,151.0,4/4,G♯,9d,46.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Light Grenades,https://getsongbpm.com/album/light-grenades/GMq73,2006.0,Incubus,Anna Molly
1372,nrN6D,Aqueous Transmission,https://getsongbpm.com/song/aqueous-transmission/nrN6D,75.0,4/4,A,4d,42.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Aqueous Transmission
1373,l5MEJ,Are You In?,https://getsongbpm.com/song/are-you-inquestion/l5MEJ,93.0,4/4,D,3d,53.0,24.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Are You In?
1374,vo9LV,Blood on the Ground,https://getsongbpm.com/song/blood-on-the-ground/vo9LV,162.0,4/4,G,2d,49.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Blood on the Ground
1375,oQ6Xz,Circles,https://getsongbpm.com/song/circles/oQ6Xz,89.0,4/4,A♯,11d,40.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Circles
1376,2kXwqz,Dig,https://getsongbpm.com/song/dig/2kXwqz,77.0,4/4,B,6d,45.0,3.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Light Grenades,https://getsongbpm.com/album/light-grenades/GMq73,2006.0,Incubus,Dig
1377,v2MO0,Drive,https://getsongbpm.com/song/drive/v2MO0,90.0,4/4,Em,2m,65.0,6.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Make Yourself,https://getsongbpm.com/album/make-yourself/PQJgw,1999.0,Incubus,Drive
1378,jqO6z,Echo,https://getsongbpm.com/song/echo/jqO6z,135.0,4/4,D,3d,59.0,19.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Echo
1379,kZOXY,Have You Ever,https://getsongbpm.com/song/have-you-ever/kZOXY,166.0,4/4,Gm,11m,48.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Have You Ever
1380,qYML3,Just a Phase,https://getsongbpm.com/song/just-a-phase/qYML3,108.0,4/4,A,4d,62.0,15.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Just a Phase
1381,,,,,,,,,,,,,,,,,,,Incubus,"Karma, Come Back"
1382,,,,,,,,,,,,,,,,,,,Incubus,Let's Go Crazy
1383,1qBpP,Megalomaniac,https://getsongbpm.com/song/megalomaniac/1qBpP,140.0,4/4,Gm,11m,54.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,A Crow Left of the Murder…,https://getsongbpm.com/album/a-crow-left-of-the-murder/KZX2n,2004.0,Incubus,Megalomaniac
1384,wmR7J,Mexico,https://getsongbpm.com/song/mexico/wmR7J,113.0,4/4,F,12d,53.0,60.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Mexico
1385,nrN64,Nice to Know You,https://getsongbpm.com/song/nice-to-know-you/nrN64,153.0,4/4,D,3d,52.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Nice to Know You
1386,zp80Z,Pardon Me,https://getsongbpm.com/song/pardon-me/zp80Z,152.0,4/4,C♯m,5m,58.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Make Yourself,https://getsongbpm.com/album/make-yourself/PQJgw,1999.0,Incubus,Pardon Me
1387,6yzxl,Sick Sad Little World,https://getsongbpm.com/song/sick-sad-little-world/6yzxl,152.0,4/4,A,4d,43.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,A Crow Left of the Murder…,https://getsongbpm.com/album/a-crow-left-of-the-murder/KZX2n,2004.0,Incubus,Sick Sad Little World
1388,qxEJ0,Stellar,https://getsongbpm.com/song/stellar/qxEJ0,128.0,4/4,A,4d,59.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Make Yourself,https://getsongbpm.com/album/make-yourself/PQJgw,1999.0,Incubus,Stellar
1389,o2BEB,The Warmth,https://getsongbpm.com/song/the-warmth/o2BEB,147.0,4/4,C,1d,60.0,2.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Make Yourself,https://getsongbpm.com/album/make-yourself/PQJgw,1999.0,Incubus,The Warmth
1390,mQMNA,Under My Umbrella,https://getsongbpm.com/song/under-my-umbrella/mQMNA,158.0,4/4,C♯,8d,50.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Under My Umbrella
1391,o0z2Y,Vitamin,https://getsongbpm.com/song/vitamin/o0z2Y,130.0,4/4,A,4d,56.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,S.C.I.E.N.C.E.,https://getsongbpm.com/album/spointcpointipointepointnpointcpointepoint/3lJPQ,1997.0,Incubus,Vitamin
1392,gLQMl,Warning,https://getsongbpm.com/song/warning/gLQMl,81.0,4/4,E,5d,51.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Warning
1393,pQXL1,Wish You Were Here,https://getsongbpm.com/song/wish-you-were-here/pQXL1,169.0,4/4,A,4d,25.0,1.0,K6z,Incubus,https://getsongbpm.com/artist/incubus/K6z,"['funk', 'punk', 'rock']",US,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Morning View,https://getsongbpm.com/album/morning-view/074X,2001.0,Incubus,Wish You Were Here
1394,Q16q7,Alexander the Great,https://getsongbpm.com/song/alexander-the-great/Q16q7,113.0,4/4,Em,2m,40.0,12.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Somewhere in Time,https://getsongbpm.com/album/somewhere-in-time/y8Ez6,1986.0,Iron Maiden,Alexander the Great
1395,,,,,,,,,,,,,,,,,,,Iron Maiden,Always Look on the Bright Side of Life
1396,oYYAB,Can I Play With Madness,https://getsongbpm.com/song/can-i-play-with-madness/oYYAB,138.0,1/4,D,3d,33.0,8.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Seventh Son of a Seventh Son,https://getsongbpm.com/album/seventh-son-of-a-seventh-son/Qg5Y,1988.0,Iron Maiden,Can I Play With Madness
1397,JZNjD,Caught Somewhere in Time,https://getsongbpm.com/song/caught-somewhere-in-time/JZNjD,174.0,4/4,Em,2m,17.0,1.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Somewhere in Time,https://getsongbpm.com/album/somewhere-in-time/y8Ez6,1986.0,Iron Maiden,Caught Somewhere in Time
1398,,,,,,,,,,,,,,,,,,,Iron Maiden,Days of Future Past
1399,,,,,,,,,,,,,,,,,,,Iron Maiden,Death of the Celts
1400,,,,,,,,,,,,,,,,,,,Iron Maiden,Doctor Doctor
1401,yojvw,Fear of the Dark,https://getsongbpm.com/song/fear-of-the-dark/yojvw,218.0,4/4,Dm,12m,31.0,1.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Fear of the Dark,https://getsongbpm.com/album/fear-of-the-dark/Lqzg,1992.0,Iron Maiden,Fear of the Dark
1402,MjJmQ,Heaven Can Wait,https://getsongbpm.com/song/heaven-can-wait/MjJmQ,106.0,4/4,G,2d,29.0,3.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Somewhere in Time,https://getsongbpm.com/album/somewhere-in-time/y8Ez6,1986.0,Iron Maiden,Heaven Can Wait
1403,,,,,,,,,,,,,,,,,,,Iron Maiden,Hell on Earth
1404,k8DQE,Iron Maiden,https://getsongbpm.com/song/iron-maiden/k8DQE,202.0,4/4,C,1d,34.0,1.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Iron Maiden,https://getsongbpm.com/album/iron-maiden/1A80,1980.0,Iron Maiden,Iron Maiden
1405,O7Pog,Stranger in a Strange Land,https://getsongbpm.com/song/stranger-in-a-strange-land/O7Pog,108.0,4/4,A,4d,26.0,10.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Somewhere in Time,https://getsongbpm.com/album/somewhere-in-time/y8Ez6,1986.0,Iron Maiden,Stranger in a Strange Land
1406,58Vo8,The Prisoner,https://getsongbpm.com/song/the-prisoner/58Vo8,106.0,4/4,A,4d,35.0,1.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,The Number of the Beast,https://getsongbpm.com/album/the-number-of-the-beast/nXQ5,1982.0,Iron Maiden,The Prisoner
1407,,,,,,,,,,,,,,,,,,,Iron Maiden,The Time Machine
1408,EMVAN,The Trooper,https://getsongbpm.com/song/the-trooper/EMVAN,161.0,4/4,Em,2m,29.0,2.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Piece of Mind,https://getsongbpm.com/album/piece-of-mind/863Z5,1983.0,Iron Maiden,The Trooper
1409,,,,,,,,,,,,,,,,,,,Iron Maiden,The Writing on the Wall
1410,KOLkr,Wasted Years,https://getsongbpm.com/song/wasted-years/KOLkr,154.0,4/4,Em,2m,24.0,5.0,9923,Iron Maiden,https://getsongbpm.com/artist/iron-maiden/9923,"['heavy metal', 'rock']",GB,ca891d65-d9b0-4258-89f7-e6ba29d83767,Somewhere in Time,https://getsongbpm.com/album/somewhere-in-time/y8Ez6,1986.0,Iron Maiden,Wasted Years
1411,,,,,,,,,,,,,,,,,,,Jane’s Addiction,1%
1412,vo8A8m,Ain't No Right,https://getsongbpm.com/song/ain-t-no-right/vo8A8m,133.0,4/4,F♯,7d,56.0,1.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Ritual de lo habitual,https://getsongbpm.com/album/ritual-de-lo-habitual/VJpo,1990.0,Jane’s Addiction,Ain't No Right
1413,xv2D29,Been Caught Stealing,https://getsongbpm.com/song/been-caught-stealing/xv2D29,103.0,4/4,G,2d,69.0,2.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Ritual de lo habitual,https://getsongbpm.com/album/ritual-de-lo-habitual/VJpo,1990.0,Jane’s Addiction,Been Caught Stealing
1414,,,,,,,,,,,,,,,,,,,Jane’s Addiction,Chip Away
1415,,,,,,,,,,,,,,,,,,,Jane’s Addiction,Imminent Redemption
1416,7LYjxw,Jane Says,https://getsongbpm.com/song/jane-says/7LYjxw,82.0,4/4,G,2d,43.0,4.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Nothing's Shocking,https://getsongbpm.com/album/nothing-s-shocking/KkQx,1988.0,Jane’s Addiction,Jane Says
1417,,,,,,,,,,,,,,,,,,,Jane’s Addiction,Kettle Whistle
1418,59V6vx,Mountain Song,https://getsongbpm.com/song/mountain-song/59V6vx,82.0,4/4,A,4d,33.0,2.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Nothing's Shocking,https://getsongbpm.com/album/nothing-s-shocking/KkQx,1988.0,Jane’s Addiction,Mountain Song
1419,ZVv3Kv,Ocean Size,https://getsongbpm.com/song/ocean-size/ZVv3Kv,93.0,4/4,A,4d,26.0,9.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Nothing's Shocking,https://getsongbpm.com/album/nothing-s-shocking/KkQx,1988.0,Jane’s Addiction,Ocean Size
1420,,,,,,,,,,,,,,,,,,,Jane’s Addiction,Pigs in Zen
1421,qYlvl2,Stop!,https://getsongbpm.com/song/stopexclamation/qYlvl2,122.0,4/4,A,4d,44.0,2.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Ritual de lo habitual,https://getsongbpm.com/album/ritual-de-lo-habitual/VJpo,1990.0,Jane’s Addiction,Stop!
1422,4RV5r2,Summertime Rolls,https://getsongbpm.com/song/summertime-rolls/4RV5r2,113.0,4/4,F♯,7d,35.0,37.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Nothing's Shocking,https://getsongbpm.com/album/nothing-s-shocking/KkQx,1988.0,Jane’s Addiction,Summertime Rolls
1423,,,,,,,,,,,,,,,,,,,Jane’s Addiction,"Ted, Just Admit It..."
1424,86Wkyl,Thank You Boys,https://getsongbpm.com/song/thank-you-boys/86Wkyl,93.0,4/4,C,1d,57.0,6.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Nothing's Shocking,https://getsongbpm.com/album/nothing-s-shocking/KkQx,1988.0,Jane’s Addiction,Thank You Boys
1425,,,,,,,,,,,,,,,,,,,Jane’s Addiction,Then She Did...
1426,yr9E97,Three Days,https://getsongbpm.com/song/three-days/yr9E97,106.0,4/4,F♯m,4m,29.0,1.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Ritual de lo habitual,https://getsongbpm.com/album/ritual-de-lo-habitual/VJpo,1990.0,Jane’s Addiction,Three Days
1427,Yvr2J0,Up the Beach,https://getsongbpm.com/song/up-the-beach/Yvr2J0,112.0,4/4,A,4d,22.0,16.0,Z72,Jane's Addiction,https://getsongbpm.com/artist/jane-s-addiction/Z72,"['funk', 'rock']",US,e3434cc7-d348-491a-9dc8-325af3d9086d,Nothing's Shocking,https://getsongbpm.com/album/nothing-s-shocking/KkQx,1988.0,Jane’s Addiction,Up the Beach
1428,,,,,,,,,,,,,,,,,,,Jane’s Addiction,Whores
1429,BE3Jn,A Christmas Song,https://getsongbpm.com/song/a-christmas-song/BE3Jn,124.0,3/4,E,5d,69.0,62.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,The Jethro Tull Christmas Album,https://getsongbpm.com/album/the-jethro-tull-christmas-album/G61QJ,2003.0,Jethro Tull,A Christmas Song
1430,voMKmn,Aqualung,https://getsongbpm.com/song/aqualung/voMKmn,123.0,4/4,Gm,11m,48.0,7.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Aqualung,https://getsongbpm.com/album/aqualung/04Q3,1971.0,Jethro Tull,Aqualung
1431,5RgkY,Cheerio,https://getsongbpm.com/song/cheerio/5RgkY,83.0,4/4,F,12d,20.0,89.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,The Broadsword and the Beast,https://getsongbpm.com/album/the-broadsword-and-the-beast/lKPM,1982.0,Jethro Tull,Cheerio
1432,ZZjp5,Dark Ages,https://getsongbpm.com/song/dark-ages/ZZjp5,175.0,4/4,G,2d,31.0,1.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Stormwatch,https://getsongbpm.com/album/stormwatch/QWKlG,1979.0,Jethro Tull,Dark Ages
1433,66NOR,Farm on the Freeway,https://getsongbpm.com/song/farm-on-the-freeway/66NOR,170.0,4/4,Gm,11m,43.0,94.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Crest of a Knave,https://getsongbpm.com/album/crest-of-a-knave/NnGz,1987.0,Jethro Tull,Farm on the Freeway
1434,oQm29j,Heavy Horses,https://getsongbpm.com/song/heavy-horses/oQm29j,111.0,4/4,F,12d,44.0,26.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Heavy Horses,https://getsongbpm.com/album/heavy-horses/nZM4,1978.0,Jethro Tull,Heavy Horses
1435,AO3G1,Holly Herald,https://getsongbpm.com/song/holly-herald/AO3G1,113.0,4/4,C,1d,59.0,32.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,The Jethro Tull Christmas Album,https://getsongbpm.com/album/the-jethro-tull-christmas-album/G61QJ,2003.0,Jethro Tull,Holly Herald
1436,A6pX63,"Introduction (The Beach Part II) - Palais Des Sports, Paris, 5th July 1975",https://getsongbpm.com/song/introduction-the-beach-part-ii-palais-des-sports-paris-5th-july-1975/A6pX63,134.0,4/4,C,1d,34.0,68.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Minstrel in the Gallery,https://getsongbpm.com/album/minstrel-in-the-gallery/j7qP,1975.0,Jethro Tull,Intro
1437,pQDrXQ,Locomotive Breath,https://getsongbpm.com/song/locomotive-breath/pQDrXQ,123.0,4/4,Bm,3m,70.0,42.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Aqualung,https://getsongbpm.com/album/aqualung/04Q3,1971.0,Jethro Tull,Locomotive Breath
1438,,,,,,,,,,,,,,,,,,,Jethro Tull,Mine Is the Mountain
1439,,,,,,,,,,,,,,,,,,,Jethro Tull,Mrs Tibbets
1440,rRGy8B,My Sunday Feeling,https://getsongbpm.com/song/my-sunday-feeling/rRGy8B,74.0,4/4,D,3d,50.0,7.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,This Was,https://getsongbpm.com/album/this-was/zNOq,1968.0,Jethro Tull,My Sunday Feeling
1441,LB3kW,Pavane,https://getsongbpm.com/song/pavane/LB3kW,158.0,3/4,Am,1m,52.0,71.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,The Jethro Tull Christmas Album,https://getsongbpm.com/album/the-jethro-tull-christmas-album/G61QJ,2003.0,Jethro Tull,Pavane
1442,oYv6K,Roots to Branches,https://getsongbpm.com/song/roots-to-branches/oYv6K,149.0,4/4,Bm,3m,51.0,39.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Roots to Branches,https://getsongbpm.com/album/roots-to-branches/K72Y,1995.0,Jethro Tull,Roots to Branches
1443,pQVqNX,Songs From the Wood,https://getsongbpm.com/song/songs-from-the-wood/pQVqNX,171.0,4/4,C,1d,40.0,9.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Songs From the Wood,https://getsongbpm.com/album/songs-from-the-wood/EW9g,1977.0,Jethro Tull,Songs From the Wood
1444,,,,,,,,,,,,,,,,,,,Jethro Tull,The Navigators
1445,,,,,,,,,,,,,,,,,,,Jethro Tull,The Zealot Gene
1446,1VRQm,Warm Sporran,https://getsongbpm.com/song/warm-sporran/1VRQm,112.0,4/4,D,3d,71.0,2.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Stormwatch,https://getsongbpm.com/album/stormwatch/QWKlG,1979.0,Jethro Tull,Warm Sporran
1447,PJ3ol,We Five Kings,https://getsongbpm.com/song/we-five-kings/PJ3ol,152.0,5/4,Dm,12m,76.0,30.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,The Jethro Tull Christmas Album,https://getsongbpm.com/album/the-jethro-tull-christmas-album/G61QJ,2003.0,Jethro Tull,We Five Kings
1448,Rg0xz,We Used to Know,https://getsongbpm.com/song/we-used-to-know/Rg0xz,171.0,3/4,Em,2m,25.0,11.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,Stand Up,https://getsongbpm.com/album/stand-up/rN8L,1969.0,Jethro Tull,We Used to Know
1449,KE3jz,Weathercock,https://getsongbpm.com/song/weathercock/KE3jz,155.0,4/4,Dm,12m,46.0,42.0,yPX7,Jethro Tull,https://getsongbpm.com/artist/jethro-tull/yPX7,"['folk', 'rock']",GB,ece57992-dc2e-4f67-a269-fa43626c1a3d,The Jethro Tull Christmas Album,https://getsongbpm.com/album/the-jethro-tull-christmas-album/G61QJ,2003.0,Jethro Tull,Weathercock
1450,,,,,,,,,,,,,,,,,,,Jethro Tull,Wolf Unchained
1451,G5Vn5,12.23.95,https://getsongbpm.com/song/12point23point95/G5Vn5,80.0,4/4,A,4d,60.0,5.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Clarity,https://getsongbpm.com/album/clarity/Qxv7,1999.0,Jimmy Eat World,23
1452,oZMJqY,555,https://getsongbpm.com/song/555/oZMJqY,104.0,4/4,F♯,7d,45.0,1.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Surviving,https://getsongbpm.com/album/surviving/G2Ay3,2019.0,Jimmy Eat World,555
1453,wmwnJ,A Praise Chorus,https://getsongbpm.com/song/a-praise-chorus/wmwnJ,184.0,4/4,D,3d,45.0,3.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Bleed American,https://getsongbpm.com/album/bleed-american/6wBn,2001.0,Jimmy Eat World,A Praise Chorus
1454,qQO8v7,All The Way (Stay),https://getsongbpm.com/song/all-the-way-stay/qQO8v7,133.0,4/4,G,2d,58.0,1.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Surviving,https://getsongbpm.com/album/surviving/G2Ay3,2019.0,Jimmy Eat World,All the Way (Stay)
1455,L9OR4v,Big Casino,https://getsongbpm.com/song/big-casino/L9OR4v,135.0,4/4,D,3d,52.0,1.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Chase This Light,https://getsongbpm.com/album/chase-this-light/89ojg,2007.0,Jimmy Eat World,Big Casino
1456,vovmV,Bleed American,https://getsongbpm.com/song/bleed-american/vovmV,159.0,4/4,F♯m,4m,41.0,1.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Bleed American,https://getsongbpm.com/album/bleed-american/6wBn,2001.0,Jimmy Eat World,Bleed American
1457,MQVD1,Blister,https://getsongbpm.com/song/blister/MQVD1,167.0,4/4,D,3d,37.0,1.0,P6x1,Jimmy Eat World,https://getsongbpm.com/artist/jimmy-eat-world/P6x1,"['pop', 'punk', 'rock']",US,bbc5b66b-d037-4f26-aecf-0b129e7f876a,Clarity,https://getsongbpm.com/album/clarity/Qxv7,1999.0,Jimmy Eat World,Blister
